image_url,bytes,pages,occurrences,classes,example_page
https://cdn.prod.website-files.com/67dbf17ba540975b5b21c233/6a4eb0fd3c8bc97bc7e50e2b_A_169_editorial_illustration_o_Nano_Banana_Pro_14917.jpeg,670471,7,14,paralax-image-mobile;paralax-image-2;mobile_thumbs;desktop_thumbnails;mobile_thumb,https://www.aproposmagazine.com/en/articles/gorillaz-at-roskilde-festival-2026
https://cdn.prod.website-files.com/67dbf17ba540975b5b21c233/6a296599450a7b18e267cf75_webflow%252Fthumb-images%252F2026%252F06%252Ftak-for-turen-nak-aed-thumb-2400w-1mirjp.webp,583714,8,8,paralax-image-2;desktop_thumbnails,https://www.aproposmagazine.com/articles/tak-for-turen-nak-aed
https://cdn.prod.website-files.com/67dbf17ba540975b5b21c233/6a2967ebfce6074f603b52eb_webflow%252Fthumb-images%252F2026%252F06%252Ftinderbox-2025-thumb-2400w-u0x0jj.webp,512280,9,9,paralax-image-2;desktop_thumbnails,https://www.aproposmagazine.com/articles/tinderbox-2025
https://cdn.prod.website-files.com/67dbf17ba540975b5b21c233/6a29654868b3f1f348643c93_webflow%252Fthumb-images%252F2026%252F06%252Fjason-derulo-fra-taknemmelighed-til-vulkansk-eksplosion-thumb-2400w-bx8xgk.webp,570532,8,8,paralax-image-2;desktop_thumbnails,https://www.aproposmagazine.com/articles/jason-derulo-fra-taknemmelighed-til-vulkansk-eksplosion
https://cdn.prod.website-files.com/67dbf17ba540975b5b21c233/6a29675391a314dfec6d8c40_webflow%252Fthumb-images%252F2026%252F06%252Fvi-elsker-rodovre-90er-nostalgi-politi-selfies-og-et-gearkasseshow-man-ikke-glemmer-thumb-2400w-1ww6ip.webp,561410,8,8,paralax-image-2;desktop_thumbnails,https://www.aproposmagazine.com/articles/vi-elsker-rodovre-90er-nostalgi-politi-selfies-og-et-gearkasseshow-man-ikke-glemmer
https://cdn.prod.website-files.com/67dbf17ba540975b5b21c233/6a2968c2b4a7897a81330a54_webflow%252Fthumb-images%252F2026%252F06%252Fhvornar-blev-vi-enige-om-thumb-2400w-1ruvo9.webp,747060,6,6,paralax-image-2;desktop_thumbnails,https://www.aproposmagazine.com/articles/hvornar-blev-vi-enige-om
https://cdn.prod.website-files.com/67dbf17ba540975b5b21c233/6a2965b99eb5e6b95bd0dda4_webflow%252Fthumb-images%252F2026%252F06%252Fdeathloop-thumb-2400w-824hqb.webp,547134,8,8,paralax-image-2;desktop_thumbnails,https://www.aproposmagazine.com/articles/deathloop
https://cdn.prod.website-files.com/67dbf17ba540975b5b21c233/6a296764aebee7f36105e905_webflow%252Fthumb-images%252F2026%252F06%252Faphaca-live-i-vega-som-at-fa-hjertekamrene-abnet-indefra-thumb-2400w-1ob1h6.webp,727144,6,6,paralax-image-2;desktop_thumbnails,https://www.aproposmagazine.com/articles/aphaca-live-i-vega-som-at-fa-hjertekamrene-abnet-indefra
https://cdn.prod.website-files.com/67dbf17ba540975b5b21c233/6a29655c4b9f36b6963aaea3_webflow%252Fthumb-images%252F2026%252F06%252Falter-bridge-i-kb-hallen-solid-rock-uden-undskyldninger-thumb-2400w-yuhmen.webp,528090,8,8,paralax-image-2;desktop_thumbnails,https://www.aproposmagazine.com/articles/alter-bridge-i-kb-hallen-solid-rock-uden-undskyldninger
https://cdn.prod.website-files.com/67dbf17ba540975b5b21c233/6a86db6d190f06456b131281_webflow%252Fthumb-images%252F2026%252F08%252Fsoulfly-i-lille-vega-thumb-2400w-seg4fr.webp,524010,8,8,desktop_thumbnails;paralax-image-2,https://www.aproposmagazine.com/
https://cdn.prod.website-files.com/67dbf17ba540975b5b21c233/6a761d16044f2c9dd5263fb8_6a761c717850ad87f04834c3_Apropos_Magazine_Disclosure3.jpeg,1983543,2,2,thumb,https://www.aproposmagazine.com/articles/disclosure-o-days-2026-anmeldelse
https://cdn.prod.website-files.com/67dbf17ba540975b5b21c233/6a29692a42e951774669c02c_webflow%252Fthumb-images%252F2026%252F06%252Fer-tiktok-den-nye-litteraere-avantgarde-thumb-2400w-1sit5t.webp,607392,6,6,paralax-image-2;desktop_thumbnails,https://www.aproposmagazine.com/articles/er-tiktok-den-nye-litteraere-avantgarde
https://cdn.prod.website-files.com/67dbf17ba540975b5b21c233/6a2966169eb5e6b95bd0fc1f_webflow%252Fthumb-images%252F2026%252F06%252Fmudder-smerte-og-ocd-der-ikke-hjaelper-thumb-2400w-96d4ho.webp,601618,6,6,paralax-image-2;desktop_thumbnails,https://www.aproposmagazine.com/articles/mudder-smerte-og-ocd-der-ikke-hjaelper
https://cdn.prod.website-files.com/67dbf17ba540975b5b21c233/6a296901b4a7897a8133363d_webflow%252Fthumb-images%252F2026%252F06%252Friff-raff-thumb-2400w-1sn58a.webp,596302,6,6,paralax-image-2;desktop_thumbnails,https://www.aproposmagazine.com/articles/riff-raff
https://cdn.prod.website-files.com/67dbf17ba540975b5b21c233/6a29671b0249c48a48a42e62_webflow%252Fthumb-images%252F2026%252F06%252Fdu-sa-how-to-train-your-dragon-i-imax-og-maerkede-vinden-under-vingerne-thumb-2400w-1ld8i7.webp,590400,6,6,paralax-image-2;desktop_thumbnails,https://www.aproposmagazine.com/articles/du-sa-how-to-train-your-dragon-i-imax-og-maerkede-vinden-under-vingerne
https://cdn.prod.website-files.com/67dbf17ba540975b5b21c233/6a29651357e2faa73a1b1427_webflow%252Fthumb-images%252F2026%252F06%252Fmonarch-legacy-of-monsters-season-2-thumb-2400w-14m7a8.webp,583024,6,6,paralax-image-2;desktop_thumbnails,https://www.aproposmagazine.com/articles/monarch-legacy-of-monsters-season-2
https://cdn.prod.website-files.com/67dbf17ba540975b5b21c233/6a2965f14b9f36b6963acc9f_webflow%252Fthumb-images%252F2026%252F06%252Fnordic-race-2025-refshaleoen-thumb-2400w-hl7790.webp,580334,6,6,paralax-image-2;desktop_thumbnails,https://www.aproposmagazine.com/articles/nordic-race-2025-refshaleoen
https://cdn.prod.website-files.com/67dbf17ba540975b5b21c233/6a29674117d12c7db29765c6_webflow%252Fthumb-images%252F2026%252F06%252Fmew-royal-arena-farvel-til-fremtiden-et-punktum-med-stjernestov-efter-30-ar-thumb-2400w-1o9vl3.webp,552176,6,6,paralax-image-2;desktop_thumbnails,https://www.aproposmagazine.com/articles/mew-royal-arena-farvel-til-fremtiden---et-punktum-med-stjernestov-efter-30-ar
https://cdn.prod.website-files.com/67dbf17ba540975b5b21c233/6a29674b450a7b18e268f5f1_webflow%252Fthumb-images%252F2026%252F06%252Fthe-brian-jonestown-massacre-amager-bio-en-stojfest-for-de-indviede-thumb-2400w-1pfn17.webp,538336,6,6,paralax-image-2;desktop_thumbnails,https://www.aproposmagazine.com/articles/the-brian-jonestown-massacre-amager-bio-en-stojfest-for-de-indviede
https://cdn.prod.website-files.com/67dbf17ba540975b5b21c233/6a2964a75d0faf85971b68ce_webflow%252Fthumb-images%252F2026%252F06%252Fdistortion-fredag-thumb-2400w-gii9y.webp,534350,6,6,desktop_thumbnails;paralax-image-2,https://www.aproposmagazine.com/
https://cdn.prod.website-files.com/67dbf17ba540975b5b21c233/6a29690d6f024d987044f00f_webflow%252Fthumb-images%252F2026%252F06%252Fshowbizz-politik-som-musical-tro-som-replik-thumb-2400w-1q4on6.webp,534296,6,6,paralax-image-2;desktop_thumbnails,https://www.aproposmagazine.com/articles/showbizz-politik-som-musical-tro-som-replik
https://cdn.prod.website-files.com/67dbf17ba540975b5b21c233/6a8d98dfd443a504b6913fb1_webflow%252Fthumb-images%252F2026%252F08%252Fmarvel-tokon-fighting-souls-anmeldelse-thumb-2400w-123641.webp,519330,6,6,desktop_thumb;desktop_thumbnails,https://www.aproposmagazine.com/
https://cdn.prod.website-files.com/67dbf17ba540975b5b21c233/6a2964e4a03da981f8b9dc64_webflow%252Fthumb-images%252F2026%252F06%252Fanmeldelse-dtf-st-louis-thumb-2400w-1x9u17.webp,602048,5,5,paralax-image-2;desktop_thumbnails,https://www.aproposmagazine.com/articles/anmeldelse-dtf-st-louis
https://cdn.prod.website-files.com/67dbf17ba540975b5b21c233/6a296853a20b1281dc14ac6d_webflow%252Fthumb-images%252F2026%252F06%252Fmew-the-war-on-drugs-lunden-2024-en-dobbeltkoncert-i-drommens-favntag-thumb-2400w-184jnn.webp,544520,5,5,paralax-image-2;desktop_thumbnails,https://www.aproposmagazine.com/articles/mew-the-war-on-drugs-lunden-2024-en-dobbeltkoncert-i-drommens-favntag
https://cdn.prod.website-files.com/67dbf17ba540975b5b21c233/6a29653668b3f1f348642d74_webflow%252Fthumb-images%252F2026%252F06%252Fbeatets-hemmelighed-eros-ramazotti-i-royal-arena-thumb-2400w-19s9r4.webp,614016,4,4,paralax-image-2;desktop_thumbnails,https://www.aproposmagazine.com/articles/beatets-hemmelighed-eros-ramazotti-i-royal-arena
https://cdn.prod.website-files.com/67dbf17ba540975b5b21c233/69f20a795a63bb7d7cd9495f_69048eb63737b843949e76e8_OD01.webp,1213814,2,2,thumb,https://www.aproposmagazine.com/articles/onerepublic-royal-arena
https://cdn.prod.website-files.com/67dbf17ba540975b5b21c233/6a33e76069125e7025fd8108_webflow%252Fthumb-images%252F2026%252F06%252Fthe-death-of-robin-hood-review-thumb-2400w-hw4vzp.webp,597852,4,4,paralax-image-2;desktop_thumbnails,https://www.aproposmagazine.com/articles/the-death-of-robin-hood-review
https://cdn.prod.website-files.com/67dbf17ba540975b5b21c233/6a29686c0065400d18554683_webflow%252Fthumb-images%252F2026%252F06%252Fandreas-odbjerg-i-royal-arena-en-popfabrik-med-hjerte-og-humor-thumb-2400w-kqhxp1.webp,598512,3,3,paralax-image-2;desktop_thumbnails,https://www.aproposmagazine.com/articles/andreas-odbjerg-i-royal-arena---en-popfabrik-med-hjerte-og-humor
https://cdn.prod.website-files.com/67dbf17ba540975b5b21c233/6a29687da352d5f40134c667_webflow%252Fthumb-images%252F2026%252F06%252Fd-a-d-i-forum-en-halvvissen-fredag-med-hojt-har-og-tunge-riffs-thumb-2400w-b6ammx.webp,591938,3,3,paralax-image-2;desktop_thumbnails,https://www.aproposmagazine.com/articles/d-a-d-i-forum-en-halvvissen-fredag-med-hojt-har-og-tunge-riffs
https://cdn.prod.website-files.com/67dbf17ba540975b5b21c233/6a296864a352d5f40134ba3d_webflow%252Fthumb-images%252F2026%252F06%252Fsilvana-imam-i-lille-vega-en-kompromislos-koncert-med-kraft-og-kaerlighed-thumb-2400w-bqxdqv.webp,587228,3,3,paralax-image-2;desktop_thumbnails,https://www.aproposmagazine.com/articles/silvana-imam-i-lille-vega-en-kompromislos-koncert-med-kraft-og-kaerlighed
https://cdn.prod.website-files.com/67dbf17ba540975b5b21c233/6a29685c9eb5e6b95bd2d2e0_webflow%252Fthumb-images%252F2026%252F06%252Ftremonti-i-store-vega-2025-en-guitarmand-star-ved-sit-kors-thumb-2400w-1k5pao.webp,546590,3,3,paralax-image-2;desktop_thumbnails,https://www.aproposmagazine.com/articles/tremonti-i-store-vega-2025-en-guitarmand-star-ved-sit-kors
https://cdn.prod.website-files.com/67dbf17ba540975b5b21c233/6a2968f56545fcf49569cb77_webflow%252Fthumb-images%252F2026%252F06%252Fmo-det-gyldne-mellem-punk-og-pop-thumb-2400w-wv44hh.webp,735834,2,2,paralax-image-2,https://www.aproposmagazine.com/articles/mo-det-gyldne-mellem-punk-og-pop
https://cdn.prod.website-files.com/67dbf17ba540975b5b21c233/6a2968e39eb5e6b95bd33084_webflow%252Fthumb-images%252F2026%252F06%252Fbenny-jamz-x-danmarks-underholdningsorkester-red-bull-symphonic-thumb-2400w-1rmvgc.webp,571170,2,2,paralax-image-2,https://www.aproposmagazine.com/articles/benny-jamz-x-danmarks-underholdningsorkester---red-bull-symphonic
https://cdn.prod.website-files.com/67dbf17ba540975b5b21c233/6a2969156ffddda21106dab4_webflow%252Fthumb-images%252F2026%252F06%252Flenny-kravitz-i-royal-arena-thumb-2400w-1ukwds.webp,568106,2,2,paralax-image-2,https://www.aproposmagazine.com/articles/lenny-kravitz-i-royal-arena
https://cdn.prod.website-files.com/67dbf17ba540975b5b21c233/6a2968dcb4a7897a8133161d_webflow%252Fthumb-images%252F2026%252F06%252Fguldimund-heartland-at-noma-nar-trompeten-traekker-tarer-thumb-2400w-1ctwq2.webp,563272,2,2,paralax-image-2,https://www.aproposmagazine.com/articles/guldimund-heartland-at-noma-nar-trompeten-traekker-tarer
https://cdn.prod.website-files.com/67dbf17ba540975b5b21c233/6a29691d6f024d987044f9bc_webflow%252Fthumb-images%252F2026%252F06%252Femma-sehested-hoeg-i-dr-koncerthuset-thumb-2400w-uapk0c.webp,561250,2,2,paralax-image-2,https://www.aproposmagazine.com/articles/emma-sehested-hoeg-i-dr-koncerthuset
